Gene.names,B.memory_activated,B.memory_steady.state,B.naive_activated,B.naive_steady.state,B.plasma_steady.state,Basophil_steady.state,Eosinophil_steady.state,mDC_activated,mDC_steady.state,MO.classical_activated,MO.classical_steady.state,MO.intermediate_steady.state,MO.nonclassical_steady.state,mTregs_activated,mTregs_steady.state,Neutrophil_steady.state,NK.bright_activated,NK.bright_steady.state,NK.dim_activated,NK.dim_steady.state,nTregs_activated,nTregs_steady.state,pDC_activated,pDC_steady.state,T4.CM_activated,T4.CM_steady.state,T4.EM_activated,T4.EM_steady.state,T4.EMRA_activated,T4.EMRA_steady.state,T4.naive_activated,T4.naive_steady.state,T8.CM_activated,T8.CM_steady.state,T8.EM_activated,T8.EM_steady.state,T8.EMRA_activated,T8.EMRA_steady.state,T8.naive_activated,T8.naive_steady.state,Th1_steady.state,Th17_steady.state,Th2_steady.state,Majority.protein.IDs,Uniprot,Symbol,hclust_order
CD99L2,6324.5,3505,14239.25,907.25,0,4294.5,1325.5,4473.75,4263.5,7375,8039,3628.5,3966,0,2116.75,0,5231.333333,3676.25,6823,3146.5,1901.666667,2326.25,0,364.25,5120.75,1338.75,11298,530.25,4113.75,2119.25,3864,274,2134.25,1943.25,4460.25,2795,5167.75,3286.25,1702.25,1032.25,3515.5,599.25,1826,Q8TCZ2;Q8TCZ2-3;Q8TCZ2-2;Q8TCZ2-5;Q8TCZ2-6,Q8TCZ2,CD99L2,284
GINM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30949.25,6346,0,0,0,0,0,6570,0,0,0,0,0,0,0,0,0,0,0,0,0,3729,0,0,0,0,0,0,0,Q9NU53,Q9NU53,GINM1,285
PI16,0,183.75,0,0,4328.25,220.25,170.25,0,229,0,0,807.5,0,5909.333333,25164.5,0,967.3333333,6865,0,388.25,0,3874.75,345.5,0,0,4361,828,6133.5,0,4319.5,0,743.5,795.25,6556.5,0,4181.5,1060,312.5,0,413.75,3300.5,10083.25,8973.75,Q6UXB8;Q6UXB8-2,Q6UXB8,PI16,286
TNFRSF9,0,0,0,0,0,0,0,0,0,0,7457.25,0,0,0,0,0,0,0,8780.333333,0,0,852.5,0,0,0,0,2506.75,0,1133.5,0,0,0,7186.5,0,10546.5,0,11714.25,1092.75,0,0,0,0,0,Q07011,Q07011,TNFRSF9,287
TMEM59,0,0,0,0,0,223,0,0,0,0,328.25,0,0,0,0,0,516,0,26311.33333,0,0,0,0,0,1175,0,550.75,0,0,0,965.75,0,1835.75,0,3917.75,188.75,2327.25,485,0,0,775.5,0,0,Q9BXS4;Q5T6Z8;Q5T704,Q9BXS4,TMEM59,288
KIR2DL1,0,0,633.25,0,0,0,0,0,0,0,0,0,956.25,0,0,0,0,0,16116,4832.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P43626;P43626-2,P43626,KIR2DL1,289
TNFSF11,0,444.5,0,263,0,0,0,0,0,0,1968.5,0,0,0,0,0,2473.333333,0,14675.66667,0,0,0,652.25,0,0,0,2215.75,0,531.25,0,360.75,0,2379.25,437,2674.25,324,0,0,602.75,0,144.5,0,0,O14788;O14788-2;O14788-3,O14788,TNFSF11,290
FASLG,0,0,0,0,0,0,0,0,0,0,0,2928.75,6367.25,0,0,0,4448,0,9285.666667,2866,0,0,0,0,0,0,0,1167.25,0,0,0,0,0,0,0,545.5,0,2241.75,0,0,0,0,0,P48023,P48023,FASLG,291
LRP10,0,0,2868.25,0,0,167.5,244.75,515.25,172,0,1572,1664.75,0,0,0,3330.5,1014,706.5,7128,0,842.3333333,0,2248,142.25,888.5,0,1005.75,0,1219.5,0,0,117.25,516,0,621.5,0,347,1050.25,0,0,0,0,0,Q7Z4F1,Q7Z4F1,LRP10,292
CD276,0,615.5,0,498,10093.75,667.25,4159.25,631.5,4790,0,545.5,0,0,0,0,0,14775.33333,0,9822,223,0,0,283,1151.5,0,518.75,0,0,0,0,523.5,0,0,93,185,0,412.5,0,718.75,0,0,222.25,1419.75,Q5ZPR3;A0A0C4DGH0;Q5ZPR3-3;Q5ZPR3-4;H0YL10;Q5ZPR3-2,Q5ZPR3,CD276,293
ENPP1,81,0,0,28.75,195.5,0,4,0,109.5,0,153.25,0,38,0,0,0,21604,4618.75,0,0,0,31.5,104.75,50,0,0,0,0,0,0,596,4.25,67.25,0,0,121,0,0,94.75,0,0,0,0,P22413,P22413,ENPP1,294
TM2D3,2478,246.75,3093,665.5,0,2244.75,0,13491.75,6441,0,0,3704.5,4458.25,0,990.25,4934.75,7755,4073.5,12593,2230.75,1077,0,1775.75,4800,3857,2059.75,2264.5,1362.5,1168,430.5,1173,552.25,4154,2137.75,5184,2508,6629,1971.5,3489.25,1964.25,448.75,927.75,720.75,Q9BRN9;H0YNF6;B3KT51;E7EPS7;H0YNS4;Q9BRN9-2,Q9BRN9,TM2D3,295
ITGB8,1070.5,0,950,0,409.75,1841.5,0,24383.5,2889.25,1556.666667,0,1083.25,0,0,1251.5,0,6079,2131,0,982.25,615.3333333,0,772.75,0,0,621.5,319.25,727.5,0,0,600.5,0,1561.75,1222.25,1218.25,1345.75,69.25,2066.75,0,0,0,1543,593.75,P26012;P26012-2,P26012,ITGB8,296
TNFSF9,0,0,0,0,0,0,0,20811,0,0,0,1596.5,0,0,261,0,2237.666667,1712,4338.333333,0,0,595.5,408.25,0,434.5,1247.5,0,2716.75,0,0,2635.5,1542.25,2566.25,547.5,3438,1445.75,1636.75,0,2891.25,0,0,1814,721.75,P41273,P41273,TNFSF9,297
CRLF2,0,0,0,0,0,0,0,17929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1915.5,0,0,0,0,0,0,0,0,0,0,Q9HC73;Q9HC73-3,Q9HC73,CRLF2,298
IL15RA,0,0,0,0,0,0,0,19017.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K9N2S2;K9N1J3;K9N0C7;K9N163;K9N2Q6;A0A0A0MS77;Q5JVA3;E9PQ64;E7ETI1;Q13261-5;Q13261-10;Q13261-3;Q13261-4;Q13261,Q13261,IL15RA,299
IL1RL1,0,0,0,0,0,0,494.5,0,0,1123.333333,0,0,2163.5,0,1041,0,3764,902,1747.333333,1360.25,0,1744,1720,2019,9455.75,4827.75,13517,7025.75,4887.25,2757,642.5,2723,2297.5,3201,1266,6308.5,1338.25,10211,952.5,3242,333,5909.25,3808.75,Q01638;E9PC41;Q01638-3;Q01638-2,Q01638,IL1RL1,300
PLXND1,3974.75,65,868,84.25,32,57.75,470.5,13171.5,1018.75,1734.666667,7921,12984,5622.25,0,169.5,0,838,2937.75,556.3333333,1041,457.6666667,545.75,1041.75,4073,5620.5,464.75,4436.75,253.25,3213,197,437.75,166.5,0,264.25,618.5,2366,402,670.5,0,562.75,971.25,189.5,178.5,Q9Y4D7;Q9Y4D7-2,Q9Y4D7,PLXND1,301
IL27RA,0,3346.25,5406,0,2903.5,0,0,0,615.25,0,419.75,20398,8073,1204.666667,4400.75,0,0,0,2746.666667,0,2520.666667,0,983.75,195,2009,1319,3062.75,600,2582.25,2829,2354.25,1159.5,1690.75,2121.25,2886.25,240.5,2842.25,3968.5,643,499,1002,801,1248.25,Q6UWB1,Q6UWB1,IL27RA,302
SPINT2,4230.5,712.25,6687.25,0,0,1933.75,0,3467.75,2114.25,0,5327,17009,0,1219,0,0,0,278.5,1280,0,5558.333333,0,2724.5,4907,2308.75,6428,2929.5,0,3378.75,0,1212.75,8698.25,0,0,2011.75,0,0,0,5153.75,0,0,5653,0,O43291;K7EKQ0;K7EM91;O43291-2,O43291,SPINT2,303
FCRL1,371,11298.25,2719.75,13343,0,1035.75,0,0,1894.25,3164.666667,6294.25,4853.75,951,0,0,4424.25,0,0,2642.666667,198,0,186.25,0,0,2632.5,695.75,886.5,1394,893.75,0,0,12855,0,0,0,0,0,1361.5,0,0,1651,3061.25,1538.5,Q96LA6;Q96LA6-2;Q96LA6-3;Q96LA6-4,Q96LA6,FCRL1,304
SPAM1,2582.75,0,1454.75,0,0,648,5799.75,0,0,2641.333333,0,0,0,0,0,0,1102.333333,232.5,352.6666667,0,2358.666667,126.5,0,0,13483.75,0,724.25,0,949.25,272.75,2552.25,0,0,0,307,0,0,0,0,0,0,0,0,P38567;P38567-2,P38567,SPAM1,305
EVI2A,3953.5,487.75,7620.75,0,2112.25,0,0,0,3826.25,10440.33333,4867.5,8542.5,1331.75,1383,1998,0,0,696,0,0,0,2158.75,1764.25,1984.75,7825.75,873,116,1139,602.5,0,527.75,1200.5,848.25,1507,0,844,0,300.5,0,3273.5,260,1218.25,810.5,P22794;J3QR06;P22794-2;J3QQH9;J3KRJ5;J3QS37,P22794,EVI2A,306
ITGAE,3834,0,2927.5,0,486.75,4126.5,0,325.75,2678.5,2820,3907.75,8789,385.25,0,542,0,0,730,0,546.5,4322.333333,1345.75,0,0,6257.5,0,8148.25,0,9739.25,391.25,1417.5,0,4550.5,1944.75,1677.25,2014.75,1069.5,3423.25,567.5,218.25,679,0,0,P38570,P38570,ITGAE,307
RET,0,0,0,0,234.75,245.75,0,0,0,0,645.25,0,344,294.6666667,45.25,7136.5,0,62,0,420,0,0,0,0,77,0,0,0,10544,0,0,52,0,30.5,0,2631.25,7887,84.25,0,790.25,929,31.25,0,P07949;P07949-2;Q9BTX6,P07949,RET,308
IL4R,2624.5,423,6754.5,740.75,741.75,110,297.5,4802,0,1637.333333,628,412.75,746,0,149,7893,997.3333333,1061,3791.333333,208,1419,231.5,0,0,4851.5,863,2742,303,2873.25,0,3028.25,474.5,205,367.75,733,98.25,884.5,0,783.5,914.25,244.5,815.75,364.75,P24394;P24394-3,P24394,IL4R,309
TREML2,0,3138.5,0,3927.25,0,0,1121.25,0,0,0,0,0,0,0,0,14534.5,0,0,0,0,2848.333333,0,1876.25,0,0,0,0,0,0,0,0,0,0,3030.5,0,1878.25,0,0,0,0,0,0,0,Q5T2D2,Q5T2D2,TREML2,310
CDH6,0,0,2053.25,0,2653.25,0,4496,0,2012.25,1869.666667,483.25,3698,588,0,903.75,10051.5,0,0,0,0,0,1973.25,0,1630.5,872.5,2735.5,0,982.75,0,1647.5,0,3287,563.25,571.75,0,2406,0,1504,1177.25,2375.75,219.75,1302,940,P55285;D6RF86;P55285-2,P55285,CDH6,311
ADAM15,794.25,0,2067.75,0,0,0,0,765.75,5379.25,389.6666667,4987.75,4401.5,588,0,0,8482.75,596,0,383.6666667,955.25,2525,0,0,0,705,113.25,1240.5,557.75,1469.75,0,256,393.75,0,0,1319.25,48.25,0,872.75,59.75,0,360.5,1594.25,2216.25,Q13444;Q13444-8;Q13444-2;Q13444-7;Q13444-6;Q13444-12;Q13444-5;Q13444-4;Q13444-3;Q13444-13;Q13444-11,Q13444,ADAM15,312
ITFG1,362.5,0,1306.25,0,0,1460.75,0,0,435.75,0,2055.25,3466.75,3233.75,0,244.5,8067.5,0,519.75,1700.333333,1027.75,0,0,0,1049.25,0,1321.5,0,1775.75,0,0,0,345,218.5,675,0,1455.75,790.75,467,0,0,289,957.25,0,Q8TB96;F5GXC5;H3BUJ1,Q8TB96,ITFG1,313
MARCO,0,0,0,0,0,0,0,0,0,0,1714.25,1839.25,0,0,284,11839.75,0,492.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.25,0,0,0,0,0,0,0,Q9UEW3;Q9UEW3-2;C9JKT8,Q9UEW3,MARCO,314
CEACAM4,0,0,0,0,0,0,0,0,0,0,10994.75,5378.75,6110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524.5,O75871;M0R363,O75871,CEACAM4,315
LY6G6F,0,0,0,0,0,0,321,0,327,0,7612.25,4960.5,7687.75,0,0,8031,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.5,736,0,0,0,0,0,130,125,1147.25,Q5SQ64;Q5SQ64-2,Q5SQ64,LY6G6F,316
CLEC7A,0,0,0,0,0,0,1434.75,0,808.25,0,1099.75,8764.25,9745,0,0,3488.75,0,0,0,0,0,947.75,0,0,0,0,0,0,0,0,624,377,0,789.25,0,0,0,1332.75,0,963,0,0,0,Q9BXN2;Q9BXN2-3;Q9BXN2-5;Q9BXN2-4;Q9BXN2-2,Q9BXN2,CLEC7A,317
HFE,0,260.25,0,0,0,0,0,332.5,939.5,0,1121.5,11627.25,6073.75,0,0,0,348,0,247.3333333,0,0,464.5,0,0,0,186.25,199.5,348,0,252,0,89.75,658.75,1209,0,1056.25,0,829.75,0,192.25,0,221.25,0,Q30201;F8W7W8;Q30201-2;Q30201-8;Q30201-5,Q30201,HFE,318
APLP2,0,0,0,91.25,156.25,802.5,104.5,0,0,0,2842.25,2378.75,9410,0,0,0,170,0,72.33333333,152,0,18.5,318.5,0,0,0,0,278.5,0,62.75,0,156.75,81.25,33,232.5,75.5,0,167.25,36.75,0,209.75,33.25,265.5,Q06481;Q06481-3;Q06481-6;Q06481-5;Q06481-4;Q06481-2,Q06481,APLP2,319
CXCL16,0,0,0,0,0,764.25,0,0,0,1340.333333,0,0,5639.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.75,0,0,0,0,0,0,0,0,0,Q9H2A7;I3L333,Q9H2A7,CXCL16,320
HEG1,0,0,0,0,0,0,433.5,0,738.25,0,1467.75,5957.75,6040,0,412.75,0,1107.333333,292.25,1780.666667,411.5,0,0,0,0,482.25,1553.25,0,497.75,0,353,890.5,632.25,284.5,565.5,1518.25,0,390.75,563,535.75,783,0,1955.75,579.75,Q9ULI3,Q9ULI3,HEG1,321
GP6,0,114.5,0,0,0,293.75,0,0,0,0,4033.25,6688,5393.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,0,0,0,18.5,25,0,0,0,0,0,120.25,0,Q9HCN6;Q9HCN6-2,Q9HCN6,GP6,322
INSR,0,0,366.75,0,0,0,0,0,956.5,0,2957,6535.75,3086.25,0,355.5,0,0,453.25,0,652.25,1536.666667,443.25,242.75,506.25,0,0,329.75,0,373,0,0,183,2538.25,139.5,244.25,311.25,78.5,782.75,626.25,198.5,171,0,91,P06213;P06213-2,P06213,INSR,323
VCAM1,0,0,0,0,0,1665,0,0,2303,0,2175.25,5438.75,2939.75,0,1535.75,0,2533.333333,0,1181.333333,0,0,2936.5,0,0,0,259,691.25,180.5,0,5261,1560,0,6151.75,164.75,1882.5,895.25,0,1988.75,1318.25,692.25,522.5,287.25,438.75,P19320;P19320-3;P19320-2;E9PDD2,P19320,VCAM1,324
ITFG3,1130.5,0,2530.75,0,0,1422.5,2505,1227,0,0,5399.5,1372.5,3575,0,1098.75,0,1693.333333,2242.75,960,523.5,5803,0,0,361.75,0,136.75,1604.5,1234.5,912.5,0,1335.25,0,3668,165.5,2448.75,618.25,980.75,0,3744,230.5,1111,1157,380.5,Q9H0X4;Q9H0X4-2;B4DGG1;H7C2U8,Q9H0X4,ITFG3,325
RELT,0,0,0,0,0,527.5,0,0,0,0,2561,6996.25,5433.25,0,668.5,0,1426.333333,0,0,0,8962,0,0,1594.5,1368,756.25,732.25,400.5,1042,2227.5,0,304.75,156,458.5,0,1063.75,0,0,484.25,265.5,309,1176.25,0,Q969Z4,Q969Z4,RELT,326
CRTAM,0,1101.25,0,550.5,0,1395.75,0,421,3097.75,0,0,0,0,0,0,0,1709.333333,1150,0,0,259.3333333,0,0,1217.75,0,0,0,0,0,0,541,0,266.25,432.75,653.75,652.5,10581,428.75,1646.75,464,1133.25,0,0,O95727,O95727,CRTAM,327
KIR2DL2,0,427.5,0,685,0,0,0,0,3861,0,0,0,0,0,0,0,356.3333333,0,1879.333333,451.25,0,2472.75,0,0,0,0,0,0,0,2683.25,0,0,0,0,0,0,5543.75,67,1828.75,0,0,0,0,P43627,P43627,KIR2DL2,328
CD1D,0,210.25,0,0,0,0,3592,0,9361.75,0,2897.25,1014.25,0,0,0,0,0,0,0,0,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.5,0,1018.75,P15813,P15813,CD1D,329
CNTNAP2,0,827.5,0,1320.75,0,1429.25,7704.5,0,2798.75,0,2373.25,0,159.25,0,0,0,0,182.25,0,0,0,0,0,1525,161,0,0,0,0,0,0,0,0,0,0,0,62.25,0,0,0,0,0,0,Q9UHC6,Q9UHC6,CNTP2,330
IL1R1,0,0,0,0,0,0,0,3819.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5272.5,0,5666,4708,0,0,1778.25,1400.5,2310.25,1449,2453,0,0,1234.5,3871.5,0,3755.25,2154.75,P14778;B8ZZW4;B8ZZ73;C9JQ36;C9J3W8,P14778,IL1R1,331
NRROS,0,1672.5,0,1145,0,2408.5,0,0,1724.75,0,0,1181.75,3690.75,0,301,0,0,0,2766.333333,0,0,209,0,623.25,977.75,3400.75,0,2249.5,0,27.25,332.25,3023.5,0,97.25,0,1449.25,0,1628.75,0,3068.5,341.5,1578.75,2170.5,Q86YC3,Q86YC3,NRROS,332
CNTN1,3222.75,0,1339.5,0,4086.75,485.5,1279.75,3404.75,0,0,0,0,574,162.3333333,689,0,0,1015,349,749.25,0,806,319.25,0,438.25,0,3286.25,601.5,816.5,440,2420.25,1408,326.5,628.75,5717.25,1557.25,0,1022.25,406.75,924,2031,0,801,Q12860;Q12860-2;Q12860-3,Q12860,CNTN1,333
FOLR2,0,0,0,0,0,0,0,3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346,0,0,J3KR13;E7EU04;P14207;F5GXV3;F5H4Z6;F5GZ45;A0A087WWY2;J3KQP4,P14207,FOLR2,334
SEMA4C,317,1034.25,307.75,1487,0,315.75,0,5628.25,0,1817,0,0,905.5,0,0,0,3417,1557,2640.333333,169.75,0,401.5,0,1478.5,0,0,712,78.25,1507.25,289,365.5,0,0,0,1039.25,0,141.5,142,425.5,0,119.25,0,0,Q9C0C4,Q9C0C4,SEMA4C,335
SIDT1,1883.5,394.5,0,3872,0,0,2895.5,0,0,0,288.25,0,0,0,0,0,0,2281.75,501.3333333,3282.75,269,0,0,250.25,1610,0,2104.25,501.25,1614.5,0,0,1076.25,0,739.5,0,602,0,1264,338.25,1160.5,1475.5,854.75,790.25,Q9NXL6;Q9NXL6-2,Q9NXL6,SIDT1,336
PROCR,0,0,0,0,0,0,0,0,1429,0,0,0,0,1291.666667,0,0,0,356.25,771.6666667,3168.25,0,0,0,0,0,0,606.75,0,1955,0,0,0,1303.25,104,3292.5,1690.5,741,1840,1323.5,76.5,0,0,0,Q9UNN8,Q9UNN8,PROCR,337
CX3CL1,0,0,0,0,0,0,0,0,0,0,345.25,0,0,0,0,0,0,0,0,3852,0,0,0,0,0,0,0,0,0,1992,0,168.25,0,0,0,345,0,704.75,0,0,0,0,0,P78423;J3QRA1;H3BSR6,P78423,CX3CL1,338
ITGB4,0,0,0,0,0,0,14.75,0,0,0,0,806.25,0,0,0,0,0,38.5,71,1808.5,0,0,0,0,0,0,0,0,0,178.5,0,0,0,0,0,72.75,0,1043.75,0,0,0,0,0,P16144-3;P16144;P16144-2;P16144-4,P16144,ITGB4,339
ACVR1,0,319,888.5,39.25,0,1073.75,535.5,1582.5,415.25,1204,0,2057.75,0,0,2593,0,1928.333333,256.5,2202,0,2433.666667,918.25,943.25,1662.25,3518.5,1804.25,2852,1729.5,2747.75,0,1870.5,156.75,4824.5,1557.25,2537,983.25,1251.75,367.25,2046.25,0,1332.75,2694,899.75,Q04771,Q04771,ACVR1,340
MRC2,2718.25,562,4460.25,0,1005.25,1660,724,830.5,4031.25,3102,3370,357.25,0,934.3333333,445.5,0,375.3333333,641.25,2374.333333,527.5,420.3333333,760.25,0,143.75,3588,531.5,1877.25,319.25,3193,573.25,2741,637.75,2881.25,490.25,0,839.75,3042,596,1364,696,866.75,352.75,789.5,Q9UBG0,Q9UBG0,MRC2,341
EPHB2,1827,6691.25,1204.5,0,0,1274.25,1229.5,1277.5,1564.25,2253.666667,888.25,579.75,0,1082,0,3784.25,783.3333333,749.75,942.6666667,1400.75,1545.333333,686.5,1507.25,3340.75,1168.75,1527.75,1684.75,335,838.25,1365.25,152,1741,1068.25,625.5,166.25,2679.5,1136.5,754.5,433,912.5,0,452,80.5,P29323;P29323-2;P29323-3,P29323,EPHB2,342
IGF1R,1172.5,820.5,2423.5,83.75,0,1394.75,311,3181,876.5,1933.333333,941,4226.75,1285.5,202,282.25,5320.5,0,585,129.6666667,982.5,2511,1353.75,3720,562.5,800.75,350,2937,0,5276,0,555.75,882.25,0,487.25,351.5,0,0,429.5,548.5,450,164,107.5,120.75,P08069;C9J5X1,P08069,IGF1R,343
SIGLEC6,0,606,0,956,0,0,0,0,3557.75,0,2274.25,4654.25,1541,0,0,0,0,0,0,0,0,0,0,2583.25,975.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O43699;O43699-3;O43699-6;O43699-4;O43699-2;O43699-5,O43699,SIGLEC6,344
THBD,105.25,758.75,0,0,0,0,0,3137.5,1569.25,0,922.75,1781.75,985.75,0,0,0,0,20.5,0,25.75,0,0,2273.75,1518,0,0,0,0,0,38.5,0,0,0,0,0,0,0,48.75,0,0,0,0,0,P07204,P07204,THBD,345
PTGFRN,0,140.75,0,0,0,0,241.75,5109.25,918.5,2023.333333,0,6427.25,993,0,256.5,1667.5,0,24.5,0,0,0,0,760.75,0,0,0,0,0,0,229.5,133.5,0,0,0,0,0,0,389,0,122,252.75,173,0,Q9P2B2,Q9P2B2,PTGFRN,346
TNFRSF21,729.25,0,1837,0,219.75,0,298,642.75,0,1673,167,8171,650.25,0,626.25,0,0,565.5,0,0,1215.333333,483.25,282.75,1321.5,935.75,0,1119,0,1101.25,276.5,0,0,0,109,0,0,0,273.25,0,0,1458.5,0,0,O75509,O75509,TNFRSF21,347
ITGAV,1602.75,831.75,824.75,127,15,48.25,0,3803.75,0,6349.333333,355.5,2318.5,2158.25,44,2392.25,645,199.6666667,12.75,57.33333333,20.75,515.3333333,9,35.25,4488,0,28,1074.25,884.5,1840.5,45.25,477.25,60.75,4673.75,133.25,50,25.75,40.25,27.5,448,995,0,1143,1058.75,P06756;P06756-3;P06756-2,P06756,ITGAV,348
SEMA6B,3964,0,3017.5,15.25,189.25,0,205.5,335.5,649.5,7059.666667,0,0,787.25,0,0,106.25,0,1525.75,0,0,0,1107.75,0,746.75,0,0,0,0,0,803,440.25,0,0,0,625.75,0,0,0,0,0,2870.75,0,0,Q9H3T3;Q9H3T3-3,Q9H3T3,SEMA6B,349
EPHA2,0,700.25,0,0,0,1220.5,0,751.5,0,1032,0,213,213.5,0,203.25,1248.25,0,579.75,0,239.75,0,165.75,7181.5,5470.25,0,0,0,0,76.5,233.25,0,0,0,0,0,389.75,0,0,0,0,311.5,0,0,P29317,P29317,EPHA2,350
MEGF10,0,0,1983,0,7234.5,0,0,0,179,0,0,0,0,0,0,0,0,0,1386.333333,0,0,76.5,0,4688.75,0,0,0,0,0,0,0,0,0,0,0,874,1221.75,1516.25,979.5,663.75,0,0,0,Q96KG7;Q96KG7-2,Q96KG7,MEGF10,351
CDH1,158.25,395,0,55.75,0,0,357,0,818,0,651,0,482,0,0,0,0,149,0,191.5,0,0,3158.75,1976.25,0,0,0,0,0,992.75,0,195.5,120,464.25,459.5,0,0,0,274.25,0,0,0,8455.75,P12830;A0A087WXI5;P12830-2;A0A087WX17;A0A087WU43,P12830,CDH1,352
CLSTN1,294.75,0,334,0,0,0,0,327.5,60.75,0,0,0,0,0,202,0,0,75,0,17.75,0,149,141.25,77.25,45.5,49.25,0,123.75,20.75,169.25,0,0,33.75,0,0,0,0,32,0,2.25,0,2.25,7995,O94985-2;O94985;Q5SR54,O94985,CLSTN1,353
DSCAML1,0,0,0,0,0,0,213.25,0,0,2672.333333,6397.25,3400,75.5,0,0,3548.25,701.6666667,0,426.3333333,0,0,0,0,0,0,172,0,0,0,0,0,266,183,518.25,230.75,503,591,291.75,237,194.75,286.25,216.25,0,Q8TD84;G3V1B5;Q8TD84-2,Q8TD84,DSCAML1,354
ACE,0,182,0,0,1552.75,0,483.5,0,0,0,1155,444,524.75,0,1445.25,3104.5,0,0,0,0,0,0,0,104.5,365,346.75,0,1318.75,272.75,0,0,0,0,2293.75,0,167.25,101.5,5842.5,0,0,258,1059.25,1306,P12821;A0A0A0MSN4;P12821-2;P12821-4;P12821-3,P12821,ACE,355
DSG2,0,0,0,0,0,0,0,0,0,0,0,243.25,0,0,15.75,4109.75,0,0,47.66666667,0,0,0,210.75,0,0,386.75,0,452.5,0,25.75,658.5,0,0,238,1108.25,4885,0,0,149.5,2522.25,0,0,0,Q14126,Q14126,DSG2,356
AMIGO3,0,0,0,0,0,0,0,0,0,1481.333333,0,2798.25,762,0,0,5063,0,0,0,0,0,0,0,3868.5,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,Q86WK7,Q86WK7,AMIGO3,357
FCRL5,0,823.75,331.75,67.5,0,0,371.25,597.75,0,0,145,0,0,667.3333333,190.25,3692.25,0,0,0,14.5,0,473,2049.5,0,0,0,0,0,0,853,0,0,0,0,0,0,0,142.5,0,0,0,0,0,Q96RD9;Q96RD9-3;Q96RD9-4,Q96RD9,FCRL5,358
KIAA1324,1484.5,0,769.5,0,0,0,207.25,772.25,0,0,0,792.25,1357,0,0,6252.25,0,165,0,0,917.6666667,98.5,301.25,0,1303.25,606.5,1188.25,479.5,1736.75,0,0,994.75,1487.25,309.25,584,0,475.75,688.25,734.75,0,319,454,414.5,Q6UXG2;Q6UXG2-3;E9PB18;Q6UXG2-2;Q6UXG2-4,Q6UXG2,KIAA1324,359
PLXNA1,807.25,443.5,1053,76.25,127.5,0,95,255.75,72.25,0,0,0,0,0,464.25,4403.25,0,0,318.6666667,0,1147.666667,253,0,0,553,902.5,1133,810.5,0,44,214,389.75,797.25,475.25,781,507.5,294.5,151.5,498.5,359.75,456,578.25,234.25,Q9UIW2,Q9UIW2,PLX1,360
CNTNAP1,0,102,0,0,1500.5,0,0,0,0,0,485.5,0,658.5,0,0,0,0,0,1248.333333,0,6763,0,0,0,0,0,0,241,0,3538,411.75,0,698.5,0,219.75,775.25,926.5,806.75,875.5,0,33,0,0,P78357,P78357,CNTP1,361
CSF1R,47.25,0,84.25,0,95.5,237.75,103.25,258.5,0,858.3333333,158.75,851,1125.5,0,190.75,101,652,0,873.3333333,121.5,4248.333333,24.25,330,0,1923.25,117,1432.5,30.75,4731,65,1055.5,0,0,133,1068.75,250.25,77.75,116,1238.5,52,0,0,0,P07333;E9PEK4,P07333,CSF1R,362
FLT3LG,0,0,0,0,0,0,0,0,2796.25,0,0,0,0,0,1182.5,0,0,854,3000.333333,0,0,0,0,1856.25,0,0,0,0,0,0,3021.5,0,0,0,0,2560.25,0,0,3780.5,693.25,0,715.5,0,P49771-3;P49771;M0QYM9;P49771-2,P49771,FLT3LG,363
MPZL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435.25,0,577.5,111,0,4071.5,0,0,0,0,O60487,O60487,MPZL2,364
TMEM9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2661.5,0,0,0,1766.25,0,0,0,6098,0,0,0,0,Q9P0T7;B1ALM5,Q9P0T7,TMEM9,365
